,word,label
4163,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 87 317 25 49 17 1555 7 22]",1
4164,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 27 7 22 150 28]",1
4165,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 586 775 17 15 108]",1
4166,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 106 1 8 4 95 36 108 191 138 66]",1
4167,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 212 2 4081 1002 7]",1
4168,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 590 343 1958 74 9
 237 1 306 66 5 6 851 9 103 1 590 343 696 107 8 14 7 6]",1
4169,"[425 501 473 165 25 2 50 7 167 42 5 167 165 25 2 3 2 12 11 1633 4263 147 7
 181 612 523 1258 217 2296 1736 11 9 32 2186 1011 610 305 49 317 546 772
 1764 875 232 1071 270 854 24 1 3142]",0
4170,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 2512 553 81 31 705 11 11
 32 30 1356 554 2139 1914 5 21 44 756 213 45 193 292 520 30 1335 7 33]",1
4171,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 8 70 4262 84]",1
4172,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 55 265 1 228 1 122 726
 1 101 403 949 396 901 5 223 109 485 111 6 302 8 3 24 15 4]",0
4173,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 3806 1 8 179 54 6]",0
4174,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 44 27 22 2773]",1
4175,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 731 19 1 99 3528 266 803 3 1 4 81 63]",1
4176,"[1734 2846 2949 2167 158 1 110 111 6 7 80 146 132 855 2 154 1 3997 94 851
 664 1607 1142 1392 2 46 40 4 399 124 4264 4265 862 2 1117 23 5 167 823 2
 54 6 53 8 78 23 1 82 870 6]",0
4177,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45 172 3449
 668 7 363 544 1 176 3 1 4 1 4 107 145 840 1 455 24]",1
4178,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2567 2208 126 1 370 2567 2828 107 442 3 100
 3 10 29 12 4 285 315 310 51 370 2567 473 3 38 2913 17 52 19 64 2208 88 25
 7 113]",1
4179,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 302 8 3 24 15 4]",1
4180,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 85 8 3 5]",1
4181,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 35 16 15 5]",1
4182,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 121 2996]",1
4183,"[298 205 14 94 296 1613 2 405 418 396 26 1475 3 5 6 176 128 1283 11 32 2
 93 1295 3 5 6 227 577 2 12 148 17 1435 2 235 185 45 689 14 10 29 18 59
 2471 2986 2 93 665 24 10]",1
4184,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 132 1 4 11 32 8 72 11 13]",1
4185,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 302 8 3 24 15 5 43 4]",0
4186,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 537 738 281 789 4]",1
4187,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 237 113 36 4 128 405 205]",1
4188,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 2520 18 3318
 151 31 3 5 514 177 19 283 129 3727 380 649 45 4 42 38 15 59]",1
4189,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 117 61 8 50 4]",1
4190,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1257 71 2466 11]",0
4191,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 93 364 5 24 510 94]",1
4192,"[0 0 0 0 0 0 0 2914 363 125 3 5 43 895 4 64 1710 11 11 32 214 66 5 556 134
 10 452 14 144 3 79 60 660 388 33 276 3840 3841 263 9 63 95 36 4 369 26
 363 670 11 2037]",1
4193,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 358 3 2 459 1 1126 1
 217 10 66 2 24 1 5 21 3832 2 2 106 8 9 73 10 1068]",0
4194,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 309 2028 1812 5 43 2496 1 2496 1078 354 1132
 2496 2556 3201 2269 7 910 1817 1 226 1939 2885 512 3450 533 192 7 43 4239
 2559 10 29 12 294 1 4]",1
4195,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 106 8 15 35 53 100 18 8 50 7]",0
4196,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 302 8 3 24 15 4]",0
4197,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 78 104 3 25 7 91 4]",1
4198,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 151 17 27 8 3 5 22 107 9 2572 115 9 2572]",1
4199,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 279 2126 2001 184]",0
4200,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 783 47 4 56 19 625 323 2 265 33 15 5]",1
4201,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1456 97 1 241]",1
4202,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 9 117 9 3 11 46 2 3 4]",1
4203,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 121 90 35]",1
4204,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3754 72 10 29 12 441 56
 16 267 198 3451 186 588 3305 2 594 438 1517 828 236 797 1 1250 25 40]",1
4205,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 361 1 47 1446]",1
4206,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 3 41 22 44 15 82]",1
4207,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 90 16 93 1 77 339 8 14 1 4]",0
4208,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 31 3 5]",0
4209,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 418 8 1066 26
 30 3 119 3879 339 5 22 17 618 7 609 2368 320 2 6 118 25]",1
4210,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 946 73 30 1187 89
 83 9 2718 1481 1 166 12 20 197 3445 2911 396 50 1 187 87 13 4]",0
4211,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 27 6 538 214 75 2 3 5]",1
4212,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 299 529 79 164]",1
4213,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 339 1 47 209 1504 2329 914 63 6 4266
 2096 2451 693 1 1 518 3 2 11 417 144 205 883 55 2235 3341 2797 359 2232 5
 6 71 30]",0
4214,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 3 64 27 6 45 150 1 445]",1
4215,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 70 55 19 8 25 57 141 37 14 10 92 27 20]",1
4216,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 44 2525 1000 31 1238 5]",1
4217,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1422 9 4267 50 2 54 187]",1
4218,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 249 119 207 7 6 1295 2258]",1
4219,"[0 0 0 0 0 0 0 0 0 0 56 16 198 310 1 2573 4 2573 788 9 18 2 62 621 161 152
 2025 72 10 29 12 20 4 400 148 42 1 2573 4 81 4 193 681 14 10 23 10 82 18
 58]",1
4220,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 262 1 68
 56 35 16 451 1 531 1675 12 8 337 10 29 12 7 6]",1
4221,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 115 63 52 44 164]",1
4222,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 624 1 438 475 792 33]",1
4223,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 163 52 19 7
 22 222 3452 1718 2071 430 103 10 236 284 11 10 4 95 36 108]",1
4224,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 35 16 15 5]",0
4225,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1459 6 817 23 37 2171 7 185]",0
4226,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1097 1 306 12
 20 17 27 7 2 53 164 81 164 13 4 212 2 186 1460 33]",1
4227,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 720 87 13 23 449 10 29 18 11]",1
4228,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1822 1082 204 14
 41 2395 576 4 1341 268 508 41 22 35 370 370 370 370 370 135 1 4]",0
4229,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 9 627 14 24 2447]",1
4230,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 3 5 91
 600 10 425 70 25 38 967 26 728 70 26 70 25 13]",1
4231,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 960 132 80 72 10 652 98 17 905 7 316 316]",1
4232,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 218 114 244 18 6 600 40]",0
4233,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 263 563 1091 134
 12 33 153 634 84 2896 3294 536 28 328 1 57 131 1091 3228 25 41 22]",1
4234,"[182 521 7 43 39 271 2122 103 41 104 274 48 27 8 3 41 10 26 397 1508 1428
 144 3 41 217 10 150 603 2146 5 2786 4269 12 508 1 104 353 3 41 9 143 58
 33 70 92 360 70 92 95 580]",1
4235,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 281 1044 2 3 38
 215 23 71 977 19 1 375 332 2 136 2480 116 1 16 1115 40]",0
4236,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 248 1 263 1922 37 14 23 268 201 11 32 21]",1
4237,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 74 109 166 17 1493 5
 20 2614 84 273 84 2350 743 608 86 17 1493 5 20 380 649 1143 884 64]",1
4238,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 967 13 131 3 41 22]",1
4239,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 360 55 48 27 8 3 40
 126 1853 16 2063 84 222 240 8 943 8 969 1684 16 41 156 294 6]",1
4240,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1674 693 94 10 74 44 31 50 124 44
 1028 1064 9 514 106 38 4269 145 4270 2825 26 105 261 50 1584 44 31 50 1 4
 285 6]",1
4241,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 236 797 33 3199
 3454 437 1511 18 26 296 88 25 33 1518 678 4037 133 29 12 1557 576]",1
4242,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 501 27 49 358 89
 3664 105 1303 408 266 9 18 2 73 24 23 30 603 3 119 615 488 33]",0
4243,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1055 8 3455 325 191 186 834 13]",1
4244,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 302 8 1662 10 29 12 655 4 17 1020 36 38 162]",0
4245,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 121 286 2352 1405 7 6]",1
4246,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 4 17 618 6 1290 127 1597 10 26 30]",0
4247,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2072 3 5 21 446 443
 17 27 8 3 5 80 28 4 42 38 3 1482 33 9 27 8 3 5]",1
4248,"[5 43 151 4272 19 3 5 3292 499 73 6 36 5 21 621 299 2339 756 5 43 166 36 3
 120 1852 1460 1 4 14 28 1539 148 240 8 36 2 12 167 9 2950 8 14 1093 434
 225 35 2245 46 10 9]",1
4249,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 4273 495 1409 4 1298 10]",1
4250,"[4274 13 1388 703 132 331 1 4275 1941 110 116 13 8 590 3008 1 298 184 1066
 64 246 201 229 1606 112 8 2984 14 2 1694 14 201 15 3857 648 370 1038 1
 440 2001 238 1 747 11 32 1537 444 79 46 6]",0
4251,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 125 1881 1280 158 49 17 162 7 33]",0
4252,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 281 12 4 1049 307 18 29 18
 58 543 1879 14 1 406 2141 246 4050 1142 410 721 2 242 1500 348 239 143 4]",1
4253,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 742 2300 1421 1422 420 40 334 9 135 6 703]",0
4254,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 238 1227 25 2915 4276 2899 13 3406 94 977
 7 6 129 4196 8 873 43 4277 84 4278 2369 41 13 776 1856 7 6 338 2871 94
 1284 1984 4066 6]",1
4255,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 380 553 63 82 1341 95 38 322 10 1341 10 58]",1
4256,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 433 11 97 1 130 146 146 1350 25 3321 371 19]",0
4257,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 727 143 5 20]",0
4258,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 780 375 332 30 112 11 34 19 401 85 20]",1
4259,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1733 754 1 60 6
 127 1518 148 9 1226 14 10 29 12 80 120 48 4098 1679 60 6]",1
4260,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 127 19 1 47 132 1 266 668 457 12 6]",1
4261,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 3 2 207 10 29 9 12
 20 44 52 19 2 9 422 2 331 1 540 9 103 10 26 4 6]",1
4262,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1336 1127 934 14 7 6 555 886 59 11 1400 3423 921]",1
4263,"[1 57 144 1 2526 57 50 357 9 581 40 2190 11 97 4279 4280 2306 3101 55 144
 1 51 2144 3101 826 990 1915 58 119 19 4281 594 438 19 3413 2592 27 275 36
 10 403 9 1961 500 441 226 41 2411 1733 69]",1
4264,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 3959 42]",1
4265,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 657 1449 341 504 202 73 1 679 378 4217 2446 2
 250 524 988 1 39 3 38 23 73 1 105 7 3 13 371 1229 105 3429 2574 524 832
 3262 113 39]",0
4266,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3654 2 77 3 1
 58 1366 6 3085 7 663 104 3 41 38 260 80 36 41 10 58]",1
4267,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 4160 297 52 7 22 81 2 438 6 3 13]",1
4268,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53 283 4 23 14 8 103 43 57 7 43
 719 53 970 4 429 2536 14 8 52 684 7 803 63 4 14 7 91 2321 28]",1
4269,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 155 11 32 5 223 104 1071 270 235 1 4 7 6 276]",0
4270,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 197 2212 1034 4 81]",1
4271,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 219 5 91 37 14 10 4 219 30
 3 2 146 4282 2 109 3 5 21 93 4 125 9 370 26 4 67 105]",0
4272,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1100 47 422 422 1 225 4283 1044 158 1 694]",1
4273,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 255 2621 217 417 144 566 40]",0
4274,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 948 1
 1788 767 771 327 7 44 19 368 908 1 616 1690 7 6]",1
4275,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 355 3 5 21 121 85 33]",1
4276,"[292 1275 31 50 7 80 36 33 44 1428 144 3 10 4 912 110 42 30 14 118 664 26
 39 242 41 2 2422 1254 18 80 312 238 2 636 2 1254 585 12 80 349 1254 3 41
 10 104 3 41 24 510 28]",1
4277,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 254 16 8 329]",0
4278,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1656 9
 229 7 21 2597 502 181 9 3310 37 8 2 97 1847 666 19 349]",0
4279,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 569 1663 48]",0
4280,"[0 0 0 0 0 0 0 147 1445 2 618 1 1138 14 2871 253 2 528 418 8 2 418 74 9
 296 1692 95 51 3405 812 987 1 1280 1 1280 229 18 11 10 323 10 793 18 191
 10 251 4278 380 4280 25]",1
4281,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 528 528 107 14 1 126 57]",1
4282,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 3831 3325 1625 3546 634 14 286 639 116 6]",1
4283,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 176
 109 199 212 11 32 5 540 695 147 325 810 705 25 7 6]",1
4284,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 3788 1 2374 170 176 31 5 6]",0
4285,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 159 1 34 3400 11 10 1301 1 10 423 274 4 1566 40]",1
4286,"[2071 3 2 54 22 586 775 184 52 9 465 5 22 369 6 1001 2 1018 114 465 1 4 23
 42 30 112 7 21 173 311 12 2 53 905 3 1 39 26 30 17 424 1 1292 7 22 25 93
 3 231 69]",1
4287,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 3267 9 2422 9 990 9 743 10 29 18 528 1 97 10
 298 1406 654 95 23 24 1 17 127 19 2409 1 58 1 2012 124 13 3395 16 4 413
 398]",0
